full_address,latitude,longitude,total_leasedSF,company_list,sector_list,lease_count
"114-116 Fifth Ave, New York, NY, 10011",40.8021613,-73.9453686,523384,NA; Chainalysis; Splice; Liveramp; Via; NA; Capital One; Unqork; Chainalysis; Happify; Headway; Schvey Inc. (Dba Axoni); Capital One,"NA; Technology, Advertising, Media, And Information; Transportation; Financial Services And Insurance",13
"1140 Avenue of the Americas, New York, NY, 10036",40.7561716,-73.9827853,222790,NA; NA; Almanac Realty Investors; Psl Group; NA; NA; Knighthead Capital Management; Shapiro Arato Bach; NA; NA; Amerra Capital Management; City National Bank; NA; Vatic Labs; PSL; Aristeia Capital; NA; Vanbridge (Epic Insurance Company); NA,"NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Unclassifiable",19
"1140 Broadway, New York, NY, 10001",40.7439474,-73.9886677,100427,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Kohler; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",29
"115 Broadway, New York, NY, 10006",40.7089388,-74.0114723,185341,"Johannes Leonardo; NA; NA; Triad Securities; New York Academy Of Sciences; Stajets; NA; NA; NA; Recycle Track Systems; NA; NA; Downtown, Investors Bank; Goldensource; NA","Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Energy & Utilities; Unclassifiable",15
"115 E 23rd St, New York, NY, 10010",40.7400014,-73.985502,36840,NA; NA; NA; NA; Starpro Physical Therapy; NA,NA; Tbd; Healthcare; Unclassifiable,6
"115 E 57th St, New York, NY, 10022",40.7614336,-73.9699236,26050,NA; NA; NA; NA; NA,NA,5
"115 W 18th St, New York, NY, 10011",40.7401457,-73.9954736,152398,ADP; NA; Navan; Roland Foods-Pro; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd; Technology, Advertising, Media, And Information; Retail",5
"115-117 W 27th St, New York, NY, 10001",40.7508114,-74.0037473,29000,Sag & Hair; NA; NA; Urban Studio; NA; NA; Kafene,"NA; Technology, Advertising, Media, And Information",7
"115-125 W 30th St, New York, NY, 10001",40.7498022,-73.9955945,136907,NA; Knotel; NA; NA; Fundamental Interactions; Magnetic Builders; NA; NA; Vendelux; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Pi Art Center; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Peak Outcomes; NA; NA; NA; NA; W Accessories; Vesta Healthcare,"NA; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; Personal Services And Recreation; Healthcare",41
"1155 Avenue of the Americas, New York, NY, 10036",40.7566973,-73.9832747,873401,"South Street Securities; White Oak Securities; Indeed; NA; Jenner & Block; American Equity Investment Life Insurance; Robert W. Baird &; NA; Netflix; R3; Global Relay; Benesch, Friedlander, Coplan & Aronoff; NA; Everest; Acsel Health; Deutsche Boerse; Genpact; Perkins Coie; Knobbe Martens; NA; NA; NA; Francisco Partners; Mn8 Energy; Health Management Associates; The Durst Organization; NA; NA; NA; BKD; Freeborn; Clsa Americas; Jenner & Block; Ima New York; NA","Financial Services And Insurance; Technology, Advertising, Media, And Information; NA; Legal Services; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Energy & Utilities; Healthcare; Real Estate (Except Coworking Providers)",35
"1156 Avenue of the Americas, New York, NY, 10036",40.7564724,-73.9824631,116893,NA; NA; Wework; Billion Elements; NA; NA; NA; Wework; NA; NA; Michael Page,"NA; Coworking And Executive Suite Companies; Unclassifiable; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11
"116 E 16th St, New York, NY, 10003",40.7353379,-73.988463,32500,Withsecure; NA; NA; NA; NA,"Technology, Advertising, Media, And Information; NA",5
"116 E 27th St, New York, NY, 10016",40.7421743,-73.9838161,14800,NA; NA,NA; Tbd,2
"116 Nassau St, New York, NY, 10038",40.7107286,-74.0070698,2210,NA; NA; NA,NA,3
"116 W 23rd St, New York, NY, 10011",40.743065,-73.9934173,42047,Ro; NA,Healthcare; Tbd,2
"116 W Houston St, New York, NY, 10012",40.727767,-74.0008748,34848,NA; NA; NA; NA; NA; NA; NA,NA,7
"1165 Broadway, New York, NY, 10001",40.7448287,-73.9890064,46286,NA; NA; Christian Louboutin,NA; Tbd; Retail,3
"1166 Avenue of the Americas, New York, NY, 10036",40.7568778,-73.9820036,583207,Axis Capital; NA; Cna Insuatance; NA; Arcesium; Fti Consulting; Cohen & Steers; William Blair &; Ryan Specialty Group; William Blair; ISS,"Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11
"1177 Avenue Of The Americas, New York, NY, 10036",40.7573123,-73.9827582,373938,Mill Point Capital; Signature Bank; Tradeweb Markets; Gates Capital; Ymca Retirement Fund; Atlantic Trust Group; NA; Institutional Shareholder Services; NA; Tradeweb Markets; Tremor Video Dsp; Kbc Bank; Metalmark Management; Columbia Investment Management; Faegre Drinker Biddle & Reath; Andersen Tax; Tremor Video Dsp; Mill Point Capital,"Financial Services And Insurance; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Technology, Advertising, Media, And Information",18
"118 E 28th St, New York, NY, 10016",40.7427952,-73.9833003,30178,NA; NA; NA; NA; NA; Merchant Refi; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Margolis Associates; Solato Usa; NA; NA; NA,NA; Financial Services And Insurance,22
"118 W 22nd St, New York, NY, 10011",40.7427391,-73.9945858,8250,NA,NA,1
"1180 Avenue of the Americas, New York, NY, 10036",40.7571733,-73.9814382,108393,Selfhelp; Advantage Capital Holdings; Orangetheory Fitness; Clark Hill; Compensation Advisory Partners; American National Standards Institute; HAYMAN-WOODWARD; NA,"Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Financial Services And Insurance; NA; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Unclassifiable",8
"1185 Avenue of the Americas, New York, NY, 10036",40.7578147,-73.982208,758606,"NA; NA; NA; Lockton; Ryan Specialty; Slatebrook; Syska Hennessy; NA; NA; Lankler Siffert Wohl; Westfield Insurance; NA; Oc&C Strategy Consultants; Industrial And Commercial Bank Of China; Schiff Hardin; NA; NA; NA; Hartree Partners,; NA; NA; King & Spalding; Glenn Agre Bergman & Fuentes; Industrial And Commercial Bank Of China; ICBC; NA; NA","NA; Financial Services And Insurance; Construction, Engineering And Architecture; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Energy & Utilities; Unclassifiable",27
"119 Fifth Ave, New York, NY, 10003",40.9128841,-73.8091896,8750,Modern Treasury,"Technology, Advertising, Media, And Information",1
"119 W 23rd St, New York, NY, 10011",40.7435881,-73.9933365,28276,NA; NA; DSA; NA; NA; NA; NA; NA; New York Electrolysis Office; NA; NA; NA; NA,NA; Personal Services And Recreation,13
"119-125 W 24th St, New York, NY, 10011",40.7454349,-73.9967308,50016,NA; NA,NA,2
"12 E 49th St, New York, NY, 10017",40.7573677,-73.9768687,160262,NA; NA; NA; NA; NA; Delaware Life Insurance; Cross Rapids Capital Management; NA; Integral Ad Science; NA; NA; NA; NA; Almod Diamonds; Echo Street Capital; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Financial Services And Insurance; Technology, Advertising, Media, And Information; Retail",24
"12 W 21st St, New York, NY, 10010",40.7405415,-73.9916319,100366,NA; Malk Partners; Recount Media; NA; NA; NA; Nova Credit; NA; NA; NA; NA; Knotel; NA; NA; NA; NA; NA,"NA; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; Unclassifiable",17
"12 W 27th St, New York, NY, 10001",40.744514,-73.9893567,63103,NA; NA; NA; NA; NA; NA; NA; Optimal Dynamics; NA; Knotel; NA,NA; Coworking And Executive Suite Companies,11
"12 W 31st St, New York, NY, 10001",40.7467026,-73.9869012,28849,NA; NA; NA; NA; Lafayette Glass; NA; NA; NA; NA,NA,9
"12 W 37th St, New York, NY, 10018",40.750551,-73.9842484,42531,Donnelly Mechanical; NA; Highcap Group; NA; NA; Kipperman Casting; Argo Partners; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Technology, Advertising, Media, And Information; Financial Services And Insurance",15
"120 Broadway, New York, NY, 10271",40.7082035,-74.0105065,915600,"NA; Speakerbus; Thornton Tomasetti; Speakerbus; Golden Goose Usa; NA; Domain; Metropolis Group; NA; NA; NA; Ekimetrics; Studio Gang Architects; NA; Eliken Property Management; Mediaocean; NA; Brennan Center; NA; Rothesay; Brennan Center For Justice; Expert Institute; NA; Mega International Commercial Bank; Sullivan & Payne; Emmet, Marvin & Martin; NA; New York City Housing Development; Golden Goose; NA; Motive Partners Operating Company; Tower Research Capital; NA; NA; Fixler & Lagattuta; NA; Old Mission Capital; Barkbox; Rockefeller Philanthropy Advisors; Old Mission Capital","NA; Construction, Engineering And Architecture; Retail; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Legal Services; Financial Services And Insurance; Government",40
"120 E 23rd St, New York, NY, 10010",40.7397424,-73.9857067,67600,NA; Ecole International Group,NA; Education,2
"120 E 56th St, New York, NY, 10022",40.7604093,-73.9706613,24904,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,12
"120 Fifth Ave, New York, NY, 10011",40.9489282,-72.7881794,31000,NA; Fractal Software; NA; NA; NA,"NA; Technology, Advertising, Media, And Information; Unclassifiable",5
"120 Park Ave, New York, NY, 10017",40.7519221,-73.9782797,566045,Federal Deposit Insurance Corp [Fdic]; NA; Bloomberg; NA,"Financial Services And Insurance; Tbd; Technology, Advertising, Media, And Information; NA",4
"120 W 45th St, New York, NY, 10036",40.7570159,-73.9839641,263188,"NA; NA; Curex; Tibco Capital Management; NA; D E Shaw & Co; Seasons Of Advice Wealth Management; The Dearie Law Firm; Lipsky, Goodkin &; Nh Investment; Nonghyup Bank; Minerva Bunkering; Ramsfiled Hospitality; Rivulet Capital; Wella; NA; Watson Farley & Williams; NA; NA; NA; NA; NA; NA; Strategic Funding Source; Tyrad; NA; NA; NA; NA; NA; NA","NA; Financial Services And Insurance; Energy & Utilities; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail",31
"120 Wall St, New York, NY, 10005",40.7047613,-74.0059551,170984,NA; Success Academy Charter Schools; Lavazza; NA; Jax Media; NA; Nathan Cummings Foundation; NA; AEBOV; NA,"NA; Education; Retail; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers); Unclassifiable",10
"120 Wooster St, New York, NY, 10012",40.7250658,-74.0002524,42760,NA; NA; NA; NA; NA; NA; NA,NA,7
"1201 Broadway, New York, NY, 10001",40.7458659,-73.9887864,57101,NA; NA; NA; NA; NA; NA; Fownes Brothers &; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Retail,19
"121 E 24th St, New York, NY, 10010",40.7405019,-73.9847957,38947,NA; NA; NA; NA; Fenway Sports Management; NA; NA; Collected Strategies; NA,"NA; Tbd; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",9
"121-127 W 27th St, New York, NY, 10001",40.7508114,-74.0037473,104026,"AH + ASSOCIATES; Harris Le Roy Architecture & Hudson River Studios; NA; MADRE; NA; NA; NA; NA; NA; NA; NA; NA; NA; NYC INTERNAL MEDICINE DOCTOR, P.C; Lulu Frost; NA; NA; NA; Zen Home; NA; NA; NA; NA; Wys Design Partnership; NA; NA; NA; BURNETT; Digs By Katie; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Shared Interest; Books For Less; NA; NA; NA; NA; NA; NA; NA","NA; Construction, Engineering And Architecture; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",56
"1211 Avenue of the Americas, New York, NY, 10036",40.7586694,-73.9823756,1306466,News; Fox; News; Squire Patton Boggs; Lee & Associates; Squire Patton Boggs; NA; NA,"Technology, Advertising, Media, And Information; Legal Services; Real Estate (Except Coworking Providers); NA",8
"1212 Avenue of the Americas, New York, NY, 10036",40.7583016,-73.9811723,109797,Mirae Asset Global Investments; NA; NA; Eurotech Construction; NA; NA; Nardello &; Nardello &,"Financial Services And Insurance; NA; Construction, Engineering And Architecture; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",8
"122 E 42nd St, New York, NY, 10168",40.7512124,-73.9765595,393293,NA; NA; Stella And Charles Guttman Foundation; Council For Economic Education; NA; NA; Virgo Chanin Building Center; NA; International Rescue Committee; NA; NA; NA; NA; NA; NA; NA; NA; Shc Services; NA; NA; NA; NA; Cogency; Integridata; Nyc Office Suites; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Welch Capital Partners; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies; Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance",61
"122 Fifth Ave, New York, NY, 10011",43.058177,-74.3331688,145010,Microsoft,"Technology, Advertising, Media, And Information",1
"122 W 27th St, New York, NY, 10001",40.7457483,-73.9922995,22110,NA; NA,NA,2
"1221 Avenue of the Americas, New York, NY, 10020",40.7595134,-73.9825066,1190784,White & Case; Mayer Brown; Allen & Overy; White & Case; Nbcuniversal; Sirius Xm Radio; Nbcuniversal; Mayer Brown; Dentons,"Legal Services; Technology, Advertising, Media, And Information",9
"123 William St, New York, NY, 10038",40.7093173,-74.0071462,275665,Biznow; NA; Universal Protection Service; NA; Hamlyn Williams; NA; Nys Dept Of State; NA; NA; NA; NA; NA; NA; NA; Lhi Group; NA; Novo Platform; Classroom; NA; U.s. General Services Administration (Gsa); Knotel; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Government; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Coworking And Executive Suite Companies",24
"1230 Avenue of the Americas, New York, NY, 10020",40.7589337,-73.9808983,557268,Simon & Schuster; First Republic Bank; NA; NA; Adams Street Partners; Weiss Asset Management; Christies,"Technology, Advertising, Media, And Information; Financial Services And Insurance; NA; Retail",7
"1237-1239 Broadway, New York, NY, 10001",40.7474491,-73.9883506,129514,NA; The Tasc Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Middesk; NA; NA; NA; NA; Odin Fashion; NA; NA; NA; NA; NA; NA; Stu Loeser & Cp; Velour Medical; Belfry Software,"NA; Technology, Advertising, Media, And Information; Healthcare",33
"124 E 14th St, New York, NY, 10003",40.73367,-73.9885635,244808,Sigma Computing; Laurel Road; Sequoia Capital; NA; Senator Investment Group; Melio; Alpine Investors; Civic Hall Labs; Gamechanger; NA,"Technology, Advertising, Media, And Information; Financial Services And Insurance; NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",10
"124 W 30th St, New York, NY, 10001",40.7476547,-73.9907793,1300,NA; NA,NA,2
"1245 Broadway, New York, NY, 10001",40.7473951,-73.9886952,140576,A24; Peachy; NA; Avalanche Studios; 101 Studios; A24; Gumgum; Yari Film Group; Gunderson Dettme; NA; Symphony Communications; NA,"Technology, Advertising, Media, And Information; Personal Services And Recreation; NA; Legal Services; Unclassifiable",12
"125 Broad St, New York, NY, 10004",40.7023329,-74.0105146,36947,NA; Command Financial,"NA; Technology, Advertising, Media, And Information",2
"125 Park Ave, New York, NY, 10017",40.7518455,-73.9774502,201396,NA; NA; NA; NA; NA; Td Securities; NA; NA; NA; NA; Canon Solutions America; NA; NA; NA; NA; NA; NA; Td Securities; Td Securities; NA; NA,"NA; Financial Services And Insurance; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",21
"125 W 25th St, New York, NY, 10001",40.7445818,-73.9925855,101297,NA; Cockroach Labs; NA,"NA; Technology, Advertising, Media, And Information",3
"125 W 55th St, New York, NY, 10019",40.7637414,-73.9790095,489288,Katz Media Group; Macquarie,"Technology, Advertising, Media, And Information; Financial Services And Insurance",2
"1250 Broadway, New York, NY, 10001",40.7476659,-73.9878545,746039,Transperfect; Pymetrics; NA; Apco Worldwide; Varonis; Intapp; Tbdt; NA; NA; Gunderson Dettmer; NA; Gunderson Dettmer; Gunderson Dettmer; NA; Elastic Ai; Datavant; NA; NA; Gunderson Dettmer Stough Villeneuve Franklin & Hachigian; Butler Hospitality; Zubatkin Owner Representation; NA; Zillow; NA; MWWPR; NA; Ridgeline Technology; NA; Viant; NA; NA,"Technology, Advertising, Media, And Information; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd; Legal Services; Construction, Engineering And Architecture",31
